input,output
"A: a-->B, b-->A; B: a-->C, b-->A; C: a-->C, b-->C; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->B, b-->C; B: a-->B, b-->C; C: a-->A, b-->B; in:A; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->A; B: a-->A, b-->C; C: a-->C, b-->C; in:B; fi:A,C","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->A_C; in:B; fi:A_C"
"A: a-->C, b-->C; B: a-->C, b-->C; C: a-->C, b-->C; in:C; fi:A,B,C","C: a-->C, b-->C; in:C; fi:C"
"A: a-->B, b-->A; B: a-->C, b-->A; C: a-->B, b-->A; in:C; fi:B,C","A: a-->B_C, b-->A; B_C: a-->B_C, b-->A; in:B_C; fi:B_C"
"A: a-->A, b-->C; B: a-->B, b-->C; C: a-->B, b-->C; in:A; fi:C","A_B: a-->A_B, b-->C; C: a-->A_B, b-->C; in:A_B; fi:C"
"A: a-->C, b-->A; B: a-->C, b-->A; C: a-->B, b-->A; in:C; fi:C","A_B: a-->C, b-->A_B; C: a-->A_B, b-->A_B; in:C; fi:C"
"A: a-->A, b-->A; B: a-->C, b-->B; C: a-->A, b-->C; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->A, b-->A; B: a-->B, b-->C; C: a-->A, b-->B; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->C; B: a-->C, b-->C; C: a-->A, b-->B; in:A; fi:C","A_B: a-->C, b-->C; C: a-->A_B, b-->A_B; in:A_B; fi:C"
"A: a-->C, b-->B; B: a-->A, b-->C; C: a-->B, b-->A; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->B, b-->C; B: a-->A, b-->C; C: a-->B, b-->C; in:B; fi:A,C","A_C: a-->B, b-->A_C; B: a-->A_C, b-->A_C; in:B; fi:A_C"
"A: a-->B, b-->B; B: a-->C, b-->B; C: a-->B, b-->C; in:A; fi:B,C","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->B_C; in:A; fi:B_C"
"A: a-->C, b-->B; B: a-->B, b-->A; C: a-->B, b-->C; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->C; B: a-->A, b-->C; C: a-->A, b-->A; in:C; fi:C","A_B: a-->A_B, b-->C; C: a-->A_B, b-->A_B; in:C; fi:C"
"A: a-->C, b-->C; B: a-->A, b-->A; C: a-->A, b-->C; in:B; fi:A,C","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->A_C; in:B; fi:A_C"
"A: a-->C, b-->C; B: a-->A, b-->B; C: a-->C, b-->B; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->B, b-->A; B: a-->C, b-->A; C: a-->B, b-->C; in:A; fi:B","A_C: a-->B, b-->A_C; B: a-->A_C, b-->A_C; in:A_C; fi:B"
"A: a-->B, b-->B; B: a-->B, b-->A; C: a-->C, b-->B; in:C; fi:A,B","A_B: a-->A_B, b-->A_B; C: a-->C, b-->A_B; in:C; fi:A_B"
"A: a-->B, b-->B; B: a-->A, b-->C; C: a-->A, b-->C; in:B; fi:B,C","A: a-->B_C, b-->B_C; B_C: a-->A, b-->B_C; in:B_C; fi:B_C"
"A: a-->A, b-->C; B: a-->B, b-->A; C: a-->C, b-->A; in:B; fi:B","A_C: a-->A_C, b-->A_C; B: a-->B, b-->A_C; in:B; fi:B"
"A: a-->A, b-->C; B: a-->A, b-->C; C: a-->B, b-->B; in:C; fi:C","A_B: a-->A_B, b-->C; C: a-->A_B, b-->A_B; in:C; fi:C"
"A: a-->B, b-->B; B: a-->C, b-->A; C: a-->B, b-->C; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->A; B: a-->B, b-->C; C: a-->C, b-->B; in:C; fi:B,C","B_C: a-->B_C, b-->B_C; in:B_C; fi:B_C"
"A: a-->A, b-->A; B: a-->B, b-->B; C: a-->C, b-->C; in:B; fi:A,B","B: a-->B, b-->B; in:B; fi:B"
"A: a-->A, b-->B; B: a-->A, b-->C; C: a-->A, b-->A; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->B, b-->C; B: a-->A, b-->C; C: a-->B, b-->A; in:A; fi:A,B","A_B: a-->A_B, b-->C; C: a-->A_B, b-->A_B; in:A_B; fi:A_B"
"A: a-->B, b-->A; B: a-->C, b-->B; C: a-->A, b-->A; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->B; B: a-->A, b-->C; C: a-->A, b-->B; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->A; B: a-->B, b-->C; C: a-->C, b-->B; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->A, b-->B; B: a-->A, b-->C; C: a-->A, b-->B; in:C; fi:A","A: a-->A, b-->B_C; B_C: a-->A, b-->B_C; in:B_C; fi:A"
"A: a-->A, b-->B; B: a-->B, b-->A; C: a-->A, b-->C; in:C; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->C; B: a-->A, b-->C; C: a-->C, b-->B; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->C; B: a-->A, b-->C; C: a-->C, b-->A; in:B; fi:A,C","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->A_C; in:B; fi:A_C"
"A: a-->B, b-->B; B: a-->B, b-->A; C: a-->A, b-->C; in:C; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->B, b-->B; B: a-->A, b-->C; C: a-->C, b-->C; in:A; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->C; B: a-->A, b-->B; C: a-->B, b-->C; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->B, b-->B; B: a-->B, b-->C; C: a-->A, b-->C; in:A; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->B; B: a-->C, b-->C; C: a-->A, b-->B; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->B, b-->A; B: a-->A, b-->C; C: a-->B, b-->A; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->A, b-->B; B: a-->B, b-->A; C: a-->C, b-->A; in:B; fi:A,B,C","A_B: a-->A_B, b-->A_B; in:A_B; fi:A_B"
"A: a-->C, b-->C; B: a-->A, b-->C; C: a-->A, b-->B; in:C; fi:A","A: a-->B_C, b-->B_C; B_C: a-->A, b-->B_C; in:B_C; fi:A"
"A: a-->A, b-->B; B: a-->A, b-->A; C: a-->A, b-->A; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->C; B: a-->C, b-->C; C: a-->C, b-->A; in:A; fi:A","A: a-->B, b-->C; B: a-->C, b-->C; C: a-->C, b-->A; in:A; fi:A"
"A: a-->B, b-->A; B: a-->B, b-->A; C: a-->B, b-->A; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->B; B: a-->C, b-->A; C: a-->C, b-->A; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->C; B: a-->B, b-->B; C: a-->A, b-->A; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->C; B: a-->A, b-->A; C: a-->B, b-->C; in:B; fi:A,C","A_C: a-->B, b-->A_C; B: a-->A_C, b-->A_C; in:B; fi:A_C"
"A: a-->A, b-->C; B: a-->B, b-->B; C: a-->B, b-->A; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->C; B: a-->C, b-->B; C: a-->A, b-->C; in:B; fi:A,C","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->B; in:B; fi:A_C"
"A: a-->B, b-->B; B: a-->A, b-->B; C: a-->B, b-->A; in:C; fi:A,B","A_B: a-->A_B, b-->A_B; C: a-->A_B, b-->A_B; in:C; fi:A_B"
"A: a-->C, b-->C; B: a-->B, b-->C; C: a-->B, b-->B; in:A; fi:A","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->B_C; in:A; fi:A"
"A: a-->B, b-->A; B: a-->B, b-->B; C: a-->A, b-->B; in:C; fi:A,B","A_B: a-->A_B, b-->A_B; C: a-->A_B, b-->A_B; in:C; fi:A_B"
"A: a-->C, b-->A; B: a-->C, b-->B; C: a-->C, b-->B; in:A; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->B; B: a-->C, b-->B; C: a-->B, b-->A; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->C; B: a-->A, b-->C; C: a-->B, b-->A; in:C; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->A, b-->C; B: a-->C, b-->A; C: a-->A, b-->B; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->C; B: a-->A, b-->B; C: a-->C, b-->C; in:B; fi:B,C","A: a-->C, b-->C; B: a-->A, b-->B; C: a-->C, b-->C; in:B; fi:B,C"
"A: a-->B, b-->B; B: a-->B, b-->B; C: a-->A, b-->B; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->C; B: a-->A, b-->A; C: a-->C, b-->B; in:C; fi:B,C","A: a-->C, b-->C; B: a-->A, b-->A; C: a-->C, b-->B; in:C; fi:B,C"
"A: a-->C, b-->C; B: a-->C, b-->A; C: a-->C, b-->B; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->A, b-->B; B: a-->C, b-->A; C: a-->A, b-->B; in:B; fi:A,C","A_C: a-->A_C, b-->B; B: a-->A_C, b-->A_C; in:B; fi:A_C"
"A: a-->C, b-->A; B: a-->B, b-->C; C: a-->C, b-->C; in:A; fi:B,C","A: a-->C, b-->A; C: a-->C, b-->C; in:A; fi:C"
"A: a-->C, b-->A; B: a-->B, b-->A; C: a-->B, b-->A; in:B; fi:B,C","A: a-->B_C, b-->A; B_C: a-->B_C, b-->A; in:B_C; fi:B_C"
"A: a-->C, b-->B; B: a-->C, b-->A; C: a-->A, b-->A; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->A; B: a-->C, b-->A; C: a-->C, b-->A; in:B; fi:A,C","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->A_C; in:B; fi:A_C"
"A: a-->B, b-->C; B: a-->A, b-->C; C: a-->A, b-->B; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->A; B: a-->A, b-->C; C: a-->C, b-->A; in:A; fi:A","A: a-->C, b-->A; C: a-->C, b-->A; in:A; fi:A"
"A: a-->A, b-->C; B: a-->A, b-->C; C: a-->B, b-->B; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->B; B: a-->A, b-->A; C: a-->B, b-->C; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->A; B: a-->B, b-->A; C: a-->A, b-->C; in:B; fi:B","A_C: a-->A_C, b-->A_C; B: a-->B, b-->A_C; in:B; fi:B"
"A: a-->B, b-->B; B: a-->C, b-->C; C: a-->C, b-->B; in:A; fi:B,C","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->B_C; in:A; fi:B_C"
"A: a-->C, b-->B; B: a-->B, b-->B; C: a-->C, b-->B; in:A; fi:B,C","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->B_C; in:A; fi:B_C"
"A: a-->C, b-->B; B: a-->C, b-->B; C: a-->A, b-->B; in:B; fi:A,B","A_B: a-->C, b-->A_B; C: a-->A_B, b-->A_B; in:A_B; fi:A_B"
"A: a-->C, b-->A; B: a-->C, b-->A; C: a-->B, b-->C; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->B, b-->A; B: a-->A, b-->A; C: a-->C, b-->A; in:C; fi:A,B","A_B: a-->A_B, b-->A_B; C: a-->C, b-->A_B; in:C; fi:A_B"
"A: a-->C, b-->C; B: a-->A, b-->A; C: a-->C, b-->A; in:C; fi:B,C","A: a-->C, b-->C; C: a-->C, b-->A; in:C; fi:C"
"A: a-->A, b-->B; B: a-->C, b-->B; C: a-->A, b-->C; in:A; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->C; B: a-->B, b-->B; C: a-->A, b-->A; in:C; fi:A,B","A: a-->B, b-->C; B: a-->B, b-->B; C: a-->A, b-->A; in:C; fi:A,B"
"A: a-->C, b-->A; B: a-->A, b-->C; C: a-->C, b-->C; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->B; B: a-->C, b-->B; C: a-->A, b-->A; in:B; fi:A,B","A_B: a-->C, b-->A_B; C: a-->A_B, b-->A_B; in:A_B; fi:A_B"
"A: a-->C, b-->A; B: a-->A, b-->B; C: a-->B, b-->C; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->A, b-->C; B: a-->B, b-->A; C: a-->A, b-->B; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->B; B: a-->A, b-->A; C: a-->B, b-->C; in:A; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->A; B: a-->B, b-->A; C: a-->B, b-->C; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->A, b-->C; B: a-->A, b-->C; C: a-->A, b-->B; in:B; fi:B,C","A: a-->A, b-->B_C; B_C: a-->A, b-->B_C; in:B_C; fi:B_C"
"A: a-->B, b-->B; B: a-->A, b-->B; C: a-->A, b-->B; in:C; fi:C","A_B: a-->A_B, b-->A_B; C: a-->A_B, b-->A_B; in:C; fi:C"
"A: a-->A, b-->B; B: a-->C, b-->B; C: a-->A, b-->B; in:A; fi:A,C","A_C: a-->A_C, b-->B; B: a-->A_C, b-->B; in:A_C; fi:A_C"
"A: a-->C, b-->A; B: a-->C, b-->B; C: a-->A, b-->C; in:B; fi:C","A_B: a-->C, b-->A_B; C: a-->A_B, b-->C; in:A_B; fi:C"
"A: a-->A, b-->A; B: a-->B, b-->B; C: a-->B, b-->A; in:C; fi:C","A_B: a-->A_B, b-->A_B; C: a-->A_B, b-->A_B; in:C; fi:C"
"A: a-->B, b-->A; B: a-->C, b-->A; C: a-->A, b-->B; in:A; fi:A,C","A: a-->B, b-->A; B: a-->C, b-->A; C: a-->A, b-->B; in:A; fi:A,C"
"A: a-->C, b-->C; B: a-->B, b-->A; C: a-->A, b-->B; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->A, b-->B; B: a-->B, b-->C; C: a-->A, b-->B; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->B, b-->A; B: a-->C, b-->B; C: a-->B, b-->C; in:A; fi:A","A: a-->B_C, b-->A; B_C: a-->B_C, b-->B_C; in:A; fi:A"
"A: a-->A, b-->A; B: a-->C, b-->B; C: a-->C, b-->A; in:B; fi:A,C","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->B; in:B; fi:A_C"
"A: a-->C, b-->A; B: a-->C, b-->A; C: a-->B, b-->A; in:A; fi:A,B","A_B: a-->C, b-->A_B; C: a-->A_B, b-->A_B; in:A_B; fi:A_B"
"A: a-->A, b-->A; B: a-->B, b-->C; C: a-->B, b-->C; in:B; fi:B,C","B_C: a-->B_C, b-->B_C; in:B_C; fi:B_C"
"A: a-->B, b-->A; B: a-->B, b-->C; C: a-->A, b-->A; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->B; B: a-->C, b-->A; C: a-->A, b-->B; in:B; fi:A,B","A_B: a-->C, b-->A_B; C: a-->A_B, b-->A_B; in:A_B; fi:A_B"
"A: a-->B, b-->B; B: a-->A, b-->C; C: a-->C, b-->B; in:B; fi:C","A: a-->B, b-->B; B: a-->A, b-->C; C: a-->C, b-->B; in:B; fi:C"
"A: a-->A, b-->A; B: a-->A, b-->C; C: a-->C, b-->A; in:B; fi:A,C","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->A_C; in:B; fi:A_C"
"A: a-->A, b-->C; B: a-->C, b-->A; C: a-->A, b-->B; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->B; B: a-->C, b-->B; C: a-->B, b-->C; in:A; fi:B,C","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->B_C; in:A; fi:B_C"
"A: a-->B, b-->C; B: a-->A, b-->B; C: a-->C, b-->B; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->B, b-->C; B: a-->A, b-->B; C: a-->C, b-->C; in:A; fi:A,C","A: a-->B, b-->C; B: a-->A, b-->B; C: a-->C, b-->C; in:A; fi:A,C"
"A: a-->B, b-->A; B: a-->A, b-->B; C: a-->B, b-->C; in:C; fi:A,B","A_B: a-->A_B, b-->A_B; C: a-->A_B, b-->C; in:C; fi:A_B"
"A: a-->A, b-->A; B: a-->C, b-->A; C: a-->B, b-->A; in:C; fi:B,C","A: a-->A, b-->A; B_C: a-->B_C, b-->A; in:B_C; fi:B_C"
"A: a-->C, b-->B; B: a-->C, b-->A; C: a-->A, b-->B; in:A; fi:A,C","A_C: a-->A_C, b-->B; B: a-->A_C, b-->A_C; in:A_C; fi:A_C"
"A: a-->B, b-->A; B: a-->C, b-->A; C: a-->B, b-->A; in:A; fi:B","A_C: a-->B, b-->A_C; B: a-->A_C, b-->A_C; in:A_C; fi:B"
"A: a-->C, b-->B; B: a-->C, b-->C; C: a-->C, b-->B; in:A; fi:A,C","A_C: a-->A_C, b-->B; B: a-->A_C, b-->A_C; in:A_C; fi:A_C"
"A: a-->B, b-->C; B: a-->C, b-->A; C: a-->A, b-->B; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->C; B: a-->C, b-->B; C: a-->A, b-->C; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->C; B: a-->B, b-->C; C: a-->B, b-->C; in:A; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->B; B: a-->C, b-->B; C: a-->A, b-->C; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->A; B: a-->A, b-->A; C: a-->A, b-->A; in:B; fi:A","A: a-->B_C, b-->A; B_C: a-->A, b-->A; in:B_C; fi:A"
"A: a-->B, b-->C; B: a-->A, b-->B; C: a-->B, b-->A; in:B; fi:A,C","A_C: a-->B, b-->A_C; B: a-->A_C, b-->B; in:B; fi:A_C"
"A: a-->A, b-->C; B: a-->A, b-->C; C: a-->A, b-->B; in:B; fi:C","A_B: a-->A_B, b-->C; C: a-->A_B, b-->A_B; in:A_B; fi:C"
"A: a-->A, b-->C; B: a-->C, b-->B; C: a-->B, b-->A; in:A; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->A; B: a-->A, b-->C; C: a-->A, b-->B; in:B; fi:A","A: a-->B_C, b-->A; B_C: a-->A, b-->B_C; in:B_C; fi:A"
"A: a-->B, b-->B; B: a-->A, b-->C; C: a-->A, b-->B; in:C; fi:B,C","A: a-->B_C, b-->B_C; B_C: a-->A, b-->B_C; in:B_C; fi:B_C"
"A: a-->B, b-->C; B: a-->A, b-->C; C: a-->A, b-->C; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->A, b-->C; B: a-->C, b-->B; C: a-->A, b-->A; in:B; fi:B","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->B; in:B; fi:B"
"A: a-->B, b-->C; B: a-->A, b-->C; C: a-->B, b-->C; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->B; B: a-->B, b-->A; C: a-->B, b-->C; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->B; B: a-->C, b-->A; C: a-->C, b-->A; in:B; fi:B,C","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->A; in:B_C; fi:B_C"
"A: a-->B, b-->B; B: a-->C, b-->A; C: a-->B, b-->B; in:A; fi:A,C","A_C: a-->B, b-->B; B: a-->A_C, b-->A_C; in:A_C; fi:A_C"
"A: a-->C, b-->B; B: a-->C, b-->C; C: a-->C, b-->C; in:A; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->C; B: a-->B, b-->C; C: a-->A, b-->C; in:C; fi:A,B,C","A_C: a-->A_C, b-->A_C; in:A_C; fi:A_C"
"A: a-->C, b-->B; B: a-->C, b-->A; C: a-->B, b-->A; in:A; fi:B,C","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->A; in:A; fi:B_C"
"A: a-->C, b-->A; B: a-->B, b-->C; C: a-->B, b-->B; in:A; fi:A","A: a-->B_C, b-->A; B_C: a-->B_C, b-->B_C; in:A; fi:A"
"A: a-->A, b-->A; B: a-->C, b-->A; C: a-->B, b-->A; in:B; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->C; B: a-->A, b-->B; C: a-->A, b-->A; in:B; fi:A,C","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->B; in:B; fi:A_C"
"A: a-->B, b-->A; B: a-->B, b-->B; C: a-->B, b-->A; in:C; fi:A,C","A_C: a-->B, b-->A_C; B: a-->B, b-->B; in:A_C; fi:A_C"
"A: a-->C, b-->A; B: a-->A, b-->C; C: a-->A, b-->C; in:B; fi:B","A_C: a-->A_C, b-->A_C; B: a-->A_C, b-->A_C; in:B; fi:B"
"A: a-->C, b-->B; B: a-->C, b-->A; C: a-->C, b-->B; in:A; fi:C","A_B: a-->C, b-->A_B; C: a-->C, b-->A_B; in:A_B; fi:C"
"A: a-->A, b-->B; B: a-->C, b-->C; C: a-->B, b-->A; in:B; fi:B,C","A: a-->A, b-->B; B: a-->C, b-->C; C: a-->B, b-->A; in:B; fi:B,C"
"A: a-->A, b-->B; B: a-->A, b-->C; C: a-->C, b-->A; in:C; fi:C","A: a-->A, b-->B; B: a-->A, b-->C; C: a-->C, b-->A; in:C; fi:C"
"A: a-->C, b-->C; B: a-->C, b-->A; C: a-->B, b-->C; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->B; B: a-->A, b-->C; C: a-->A, b-->C; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->A, b-->B; B: a-->B, b-->C; C: a-->C, b-->A; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->C, b-->B; B: a-->C, b-->B; C: a-->C, b-->B; in:A; fi:A,B","A_B: a-->C, b-->A_B; C: a-->C, b-->A_B; in:A_B; fi:A_B"
"A: a-->C, b-->C; B: a-->A, b-->B; C: a-->A, b-->B; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->C, b-->B; B: a-->C, b-->A; C: a-->C, b-->A; in:B; fi:A","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->A; in:B_C; fi:A"
"A: a-->C, b-->C; B: a-->B, b-->A; C: a-->C, b-->C; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->A, b-->C; B: a-->C, b-->C; C: a-->B, b-->A; in:C; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->B; B: a-->C, b-->C; C: a-->B, b-->B; in:A; fi:B,C","A: a-->B_C, b-->B_C; B_C: a-->B_C, b-->B_C; in:A; fi:B_C"
"A: a-->B, b-->C; B: a-->A, b-->A; C: a-->B, b-->A; in:B; fi:A,C","A_C: a-->B, b-->A_C; B: a-->A_C, b-->A_C; in:B; fi:A_C"
"A: a-->A, b-->C; B: a-->C, b-->C; C: a-->C, b-->A; in:B; fi:B,C","A: a-->A, b-->C; B: a-->C, b-->C; C: a-->C, b-->A; in:B; fi:B,C"
"A: a-->A, b-->C; B: a-->A, b-->C; C: a-->C, b-->C; in:B; fi:B,C","A: a-->A, b-->C; B: a-->A, b-->C; C: a-->C, b-->C; in:B; fi:B,C"
"A: a-->B, b-->A; B: a-->B, b-->B; C: a-->B, b-->C; in:C; fi:A,C","B: a-->B, b-->B; C: a-->B, b-->C; in:C; fi:C"
"A: a-->B, b-->B; B: a-->A, b-->B; C: a-->C, b-->C; in:C; fi:","C: a-->C, b-->C; in:C; fi:"
"A: a-->C, b-->C; B: a-->A, b-->B; C: a-->B, b-->B; in:B; fi:","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:"
"A: a-->B, b-->A; B: a-->B, b-->C; C: a-->B, b-->C; in:A; fi:A","A: a-->B_C, b-->A; B_C: a-->B_C, b-->B_C; in:A; fi:A"
"A: a-->C, b-->A; B: a-->B, b-->B; C: a-->B, b-->B; in:A; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->A, b-->B; B: a-->C, b-->C; C: a-->A, b-->A; in:C; fi:A,B,C","A_B_C: a-->A_B_C, b-->A_B_C; in:A_B_C; fi:A_B_C"
"A: a-->A, b-->B; B: a-->C, b-->C; C: a-->C, b-->C; in:C; fi:B","C: a-->C, b-->C; in:C; fi:"
"A: a-->A, b-->B; B: a-->B, b-->A; C: a-->B, b-->A; in:C; fi:C","A_B: a-->A_B, b-->A_B; C: a-->A_B, b-->A_B; in:C; fi:C"
"A: a-->C, b-->C; B: a-->C, b-->B; C: a-->A, b-->B; in:B; fi:A","A: a-->C, b-->C; B: a-->C, b-->B; C: a-->A, b-->B; in:B; fi:A"
